"","MCPP","year","Offense.Parent.Group","n"
"17459","SOUTH BEACON HILL","2017","DRUG/NARCOTIC OFFENSES",3
"17460","SOUTH BEACON HILL","2017","EXTORTION/BLACKMAIL",2
"17461","SOUTH BEACON HILL","2017","FAMILY OFFENSES, NONVIOLENT",7
"17462","SOUTH BEACON HILL","2017","FRAUD OFFENSES",24
"17463","SOUTH BEACON HILL","2017","KIDNAPPING/ABDUCTION",2
"17464","SOUTH BEACON HILL","2017","LARCENY-THEFT",46
"17465","SOUTH BEACON HILL","2017","MOTOR VEHICLE THEFT",16
"17466","SOUTH BEACON HILL","2017","ROBBERY",5
"17467","SOUTH BEACON HILL","2017","SEX OFFENSES",3
"17468","SOUTH BEACON HILL","2017","STOLEN PROPERTY OFFENSES",2
"17469","SOUTH BEACON HILL","2017","TRESPASS OF REAL PROPERTY",8
"17470","SOUTH BEACON HILL","2017","WEAPON LAW VIOLATIONS",5
"17471","SOUTH BEACON HILL","2018","ASSAULT OFFENSES",51
"17472","SOUTH BEACON HILL","2018","BAD CHECKS",1
"17473","SOUTH BEACON HILL","2018","BURGLARY/BREAKING&ENTERING",40
"17474","SOUTH BEACON HILL","2018","COUNTERFEITING/FORGERY",3
"17475","SOUTH BEACON HILL","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",33
"17476","SOUTH BEACON HILL","2018","DRIVING UNDER THE INFLUENCE",7
"17477","SOUTH BEACON HILL","2018","DRUG/NARCOTIC OFFENSES",14
"17478","SOUTH BEACON HILL","2018","EMBEZZLEMENT",1
"17479","SOUTH BEACON HILL","2018","FAMILY OFFENSES, NONVIOLENT",10
"17480","SOUTH BEACON HILL","2018","FRAUD OFFENSES",16
"17481","SOUTH BEACON HILL","2018","KIDNAPPING/ABDUCTION",2
"17482","SOUTH BEACON HILL","2018","LARCENY-THEFT",71
"17483","SOUTH BEACON HILL","2018","MOTOR VEHICLE THEFT",27
"17484","SOUTH BEACON HILL","2018","PORNOGRAPHY/OBSCENE MATERIAL",1
"17485","SOUTH BEACON HILL","2018","ROBBERY",5
"17486","SOUTH BEACON HILL","2018","SEX OFFENSES",2
"17487","SOUTH BEACON HILL","2018","STOLEN PROPERTY OFFENSES",3
"17488","SOUTH BEACON HILL","2018","TRESPASS OF REAL PROPERTY",8
"17489","SOUTH BEACON HILL","2018","WEAPON LAW VIOLATIONS",4
"17490","SOUTH BEACON HILL","2019","ASSAULT OFFENSES",49
"17491","SOUTH BEACON HILL","2019","BAD CHECKS",1
"17492","SOUTH BEACON HILL","2019","BURGLARY/BREAKING&ENTERING",36
"17493","SOUTH BEACON HILL","2019","COUNTERFEITING/FORGERY",3
"17494","SOUTH BEACON HILL","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",30
"17495","SOUTH BEACON HILL","2019","DRIVING UNDER THE INFLUENCE",12
"17496","SOUTH BEACON HILL","2019","DRUG/NARCOTIC OFFENSES",8
"17497","SOUTH BEACON HILL","2019","EXTORTION/BLACKMAIL",1
"17498","SOUTH BEACON HILL","2019","FAMILY OFFENSES, NONVIOLENT",5
"17499","SOUTH BEACON HILL","2019","FRAUD OFFENSES",18
"17500","SOUTH BEACON HILL","2019","LARCENY-THEFT",73
"17501","SOUTH BEACON HILL","2019","MOTOR VEHICLE THEFT",9
"17502","SOUTH BEACON HILL","2019","PORNOGRAPHY/OBSCENE MATERIAL",1
"17503","SOUTH BEACON HILL","2019","ROBBERY",9
"17504","SOUTH BEACON HILL","2019","SEX OFFENSES",5
"17505","SOUTH BEACON HILL","2019","STOLEN PROPERTY OFFENSES",1
"17506","SOUTH BEACON HILL","2019","TRESPASS OF REAL PROPERTY",5
"17507","SOUTH BEACON HILL","2019","WEAPON LAW VIOLATIONS",5
"17508","SOUTH BEACON HILL","2020","ASSAULT OFFENSES",43
"17509","SOUTH BEACON HILL","2020","BURGLARY/BREAKING&ENTERING",35
"17510","SOUTH BEACON HILL","2020","COUNTERFEITING/FORGERY",3
"17511","SOUTH BEACON HILL","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",20
"17512","SOUTH BEACON HILL","2020","DRIVING UNDER THE INFLUENCE",11
"17513","SOUTH BEACON HILL","2020","DRUG/NARCOTIC OFFENSES",5
"17514","SOUTH BEACON HILL","2020","EXTORTION/BLACKMAIL",2
"17515","SOUTH BEACON HILL","2020","FRAUD OFFENSES",34
"17516","SOUTH BEACON HILL","2020","LARCENY-THEFT",82
"17517","SOUTH BEACON HILL","2020","MOTOR VEHICLE THEFT",36
"17518","SOUTH BEACON HILL","2020","PORNOGRAPHY/OBSCENE MATERIAL",1
"17519","SOUTH BEACON HILL","2020","ROBBERY",8
"17520","SOUTH BEACON HILL","2020","SEX OFFENSES",3
"17521","SOUTH BEACON HILL","2020","STOLEN PROPERTY OFFENSES",5
"17522","SOUTH BEACON HILL","2020","TRESPASS OF REAL PROPERTY",5
"17523","SOUTH BEACON HILL","2020","WEAPON LAW VIOLATIONS",5
"17524","SOUTH BEACON HILL","2021","ARSON",2
"17525","SOUTH BEACON HILL","2021","ASSAULT OFFENSES",30
"17526","SOUTH BEACON HILL","2021","BURGLARY/BREAKING&ENTERING",28
"17527","SOUTH BEACON HILL","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",24
"17528","SOUTH BEACON HILL","2021","DRIVING UNDER THE INFLUENCE",11
"17529","SOUTH BEACON HILL","2021","DRUG/NARCOTIC OFFENSES",2
"17530","SOUTH BEACON HILL","2021","EXTORTION/BLACKMAIL",2
"17531","SOUTH BEACON HILL","2021","FRAUD OFFENSES",12
"17532","SOUTH BEACON HILL","2021","HOMICIDE OFFENSES",1
"17533","SOUTH BEACON HILL","2021","KIDNAPPING/ABDUCTION",2
"17534","SOUTH BEACON HILL","2021","LARCENY-THEFT",59
"17535","SOUTH BEACON HILL","2021","MOTOR VEHICLE THEFT",21
"17536","SOUTH BEACON HILL","2021","ROBBERY",7
"17537","SOUTH BEACON HILL","2021","SEX OFFENSES",3
"17538","SOUTH BEACON HILL","2021","SEX OFFENSES, CONSENSUAL",2
"17539","SOUTH BEACON HILL","2021","STOLEN PROPERTY OFFENSES",1
"17540","SOUTH BEACON HILL","2021","TRESPASS OF REAL PROPERTY",3
"17541","SOUTH BEACON HILL","2021","WEAPON LAW VIOLATIONS",1
"17542","SOUTH BEACON HILL","2022","ASSAULT OFFENSES",43
"17543","SOUTH BEACON HILL","2022","BAD CHECKS",1
"17544","SOUTH BEACON HILL","2022","BURGLARY/BREAKING&ENTERING",27
"17545","SOUTH BEACON HILL","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",24
"17546","SOUTH BEACON HILL","2022","DRIVING UNDER THE INFLUENCE",2
"17547","SOUTH BEACON HILL","2022","DRUG/NARCOTIC OFFENSES",2
"17548","SOUTH BEACON HILL","2022","FAMILY OFFENSES, NONVIOLENT",1
"17549","SOUTH BEACON HILL","2022","FRAUD OFFENSES",19
"17550","SOUTH BEACON HILL","2022","KIDNAPPING/ABDUCTION",1
"17551","SOUTH BEACON HILL","2022","LARCENY-THEFT",80
"17552","SOUTH BEACON HILL","2022","MOTOR VEHICLE THEFT",36
"17553","SOUTH BEACON HILL","2022","ROBBERY",7
"17554","SOUTH BEACON HILL","2022","SEX OFFENSES",1
"17555","SOUTH BEACON HILL","2022","STOLEN PROPERTY OFFENSES",4
"17556","SOUTH BEACON HILL","2022","TRESPASS OF REAL PROPERTY",6
"17557","SOUTH BEACON HILL","2022","WEAPON LAW VIOLATIONS",5
"17558","SOUTH BEACON HILL","2023","ASSAULT OFFENSES",8
"17559","SOUTH BEACON HILL","2023","BURGLARY/BREAKING&ENTERING",1
"17560","SOUTH BEACON HILL","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",2
"17561","SOUTH BEACON HILL","2023","DRIVING UNDER THE INFLUENCE",1
"17562","SOUTH BEACON HILL","2023","FRAUD OFFENSES",1
"17563","SOUTH BEACON HILL","2023","LARCENY-THEFT",5
"17564","SOUTH BEACON HILL","2023","MOTOR VEHICLE THEFT",2
"17565","SOUTH BEACON HILL","2023","SEX OFFENSES",1
"17566","SOUTH BEACON HILL","2023","STOLEN PROPERTY OFFENSES",1
"17567","SOUTH BEACON HILL","2023","TRESPASS OF REAL PROPERTY",1
"17568","SOUTH DELRIDGE","","ASSAULT OFFENSES",2
"17569","SOUTH DELRIDGE","","BURGLARY/BREAKING&ENTERING",1
"17570","SOUTH DELRIDGE","","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",2
"17571","SOUTH DELRIDGE","","LARCENY-THEFT",5
"17572","SOUTH DELRIDGE","","SEX OFFENSES",3
"17573","SOUTH DELRIDGE","2000","FAMILY OFFENSES, NONVIOLENT",1
"17574","SOUTH DELRIDGE","2006","FRAUD OFFENSES",1
"17575","SOUTH DELRIDGE","2007","ASSAULT OFFENSES",1
"17576","SOUTH DELRIDGE","2007","FRAUD OFFENSES",2
"17577","SOUTH DELRIDGE","2008","ARSON",1
"17578","SOUTH DELRIDGE","2008","ASSAULT OFFENSES",51
"17579","SOUTH DELRIDGE","2008","BAD CHECKS",6
"17580","SOUTH DELRIDGE","2008","BURGLARY/BREAKING&ENTERING",16
"17581","SOUTH DELRIDGE","2008","COUNTERFEITING/FORGERY",2
"17582","SOUTH DELRIDGE","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",31
"17583","SOUTH DELRIDGE","2008","DRIVING UNDER THE INFLUENCE",6
"17584","SOUTH DELRIDGE","2008","DRUG/NARCOTIC OFFENSES",7
"17585","SOUTH DELRIDGE","2008","EMBEZZLEMENT",1
"17586","SOUTH DELRIDGE","2008","FAMILY OFFENSES, NONVIOLENT",7
"17587","SOUTH DELRIDGE","2008","FRAUD OFFENSES",9
"17588","SOUTH DELRIDGE","2008","LARCENY-THEFT",42
"17589","SOUTH DELRIDGE","2008","MOTOR VEHICLE THEFT",17
"17590","SOUTH DELRIDGE","2008","PROSTITUTION OFFENSES",1
"17591","SOUTH DELRIDGE","2008","ROBBERY",12
"17592","SOUTH DELRIDGE","2008","SEX OFFENSES",1
"17593","SOUTH DELRIDGE","2008","TRESPASS OF REAL PROPERTY",3
"17594","SOUTH DELRIDGE","2008","WEAPON LAW VIOLATIONS",5
"17595","SOUTH DELRIDGE","2009","ASSAULT OFFENSES",45
"17596","SOUTH DELRIDGE","2009","BAD CHECKS",1
"17597","SOUTH DELRIDGE","2009","BURGLARY/BREAKING&ENTERING",17
"17598","SOUTH DELRIDGE","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",30
"17599","SOUTH DELRIDGE","2009","DRIVING UNDER THE INFLUENCE",4
"17600","SOUTH DELRIDGE","2009","DRUG/NARCOTIC OFFENSES",10
"17601","SOUTH DELRIDGE","2009","FAMILY OFFENSES, NONVIOLENT",9
"17602","SOUTH DELRIDGE","2009","FRAUD OFFENSES",5
"17603","SOUTH DELRIDGE","2009","GAMBLING OFFENSES",1
"17604","SOUTH DELRIDGE","2009","LARCENY-THEFT",57
"17605","SOUTH DELRIDGE","2009","LIQUOR LAW VIOLATIONS",4
"17606","SOUTH DELRIDGE","2009","MOTOR VEHICLE THEFT",13
"17607","SOUTH DELRIDGE","2009","ROBBERY",10
"17608","SOUTH DELRIDGE","2009","SEX OFFENSES",2
"17609","SOUTH DELRIDGE","2009","TRESPASS OF REAL PROPERTY",1
"17610","SOUTH DELRIDGE","2009","WEAPON LAW VIOLATIONS",2
"17611","SOUTH DELRIDGE","2010","ASSAULT OFFENSES",45
"17612","SOUTH DELRIDGE","2010","BURGLARY/BREAKING&ENTERING",32
"17613","SOUTH DELRIDGE","2010","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"17614","SOUTH DELRIDGE","2010","DRIVING UNDER THE INFLUENCE",7
"17615","SOUTH DELRIDGE","2010","DRUG/NARCOTIC OFFENSES",7
"17616","SOUTH DELRIDGE","2010","EMBEZZLEMENT",1
"17617","SOUTH DELRIDGE","2010","FAMILY OFFENSES, NONVIOLENT",10
"17618","SOUTH DELRIDGE","2010","FRAUD OFFENSES",5
"17619","SOUTH DELRIDGE","2010","LARCENY-THEFT",36
"17620","SOUTH DELRIDGE","2010","LIQUOR LAW VIOLATIONS",1
"17621","SOUTH DELRIDGE","2010","MOTOR VEHICLE THEFT",14
"17622","SOUTH DELRIDGE","2010","ROBBERY",11
"17623","SOUTH DELRIDGE","2010","SEX OFFENSES",4
"17624","SOUTH DELRIDGE","2010","STOLEN PROPERTY OFFENSES",2
"17625","SOUTH DELRIDGE","2010","TRESPASS OF REAL PROPERTY",2
"17626","SOUTH DELRIDGE","2010","WEAPON LAW VIOLATIONS",4
"17627","SOUTH DELRIDGE","2011","ASSAULT OFFENSES",42
"17628","SOUTH DELRIDGE","2011","BAD CHECKS",4
"17629","SOUTH DELRIDGE","2011","BURGLARY/BREAKING&ENTERING",26
"17630","SOUTH DELRIDGE","2011","COUNTERFEITING/FORGERY",4
"17631","SOUTH DELRIDGE","2011","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",22
"17632","SOUTH DELRIDGE","2011","DRIVING UNDER THE INFLUENCE",7
"17633","SOUTH DELRIDGE","2011","DRUG/NARCOTIC OFFENSES",9
"17634","SOUTH DELRIDGE","2011","FAMILY OFFENSES, NONVIOLENT",9
"17635","SOUTH DELRIDGE","2011","FRAUD OFFENSES",7
"17636","SOUTH DELRIDGE","2011","KIDNAPPING/ABDUCTION",1
"17637","SOUTH DELRIDGE","2011","LARCENY-THEFT",50
"17638","SOUTH DELRIDGE","2011","LIQUOR LAW VIOLATIONS",1
"17639","SOUTH DELRIDGE","2011","MOTOR VEHICLE THEFT",25
"17640","SOUTH DELRIDGE","2011","PROSTITUTION OFFENSES",7
"17641","SOUTH DELRIDGE","2011","ROBBERY",7
"17642","SOUTH DELRIDGE","2011","SEX OFFENSES",3
"17643","SOUTH DELRIDGE","2011","STOLEN PROPERTY OFFENSES",1
"17644","SOUTH DELRIDGE","2011","TRESPASS OF REAL PROPERTY",2
"17645","SOUTH DELRIDGE","2011","WEAPON LAW VIOLATIONS",2
"17646","SOUTH DELRIDGE","2012","ASSAULT OFFENSES",47
"17647","SOUTH DELRIDGE","2012","BURGLARY/BREAKING&ENTERING",21
"17648","SOUTH DELRIDGE","2012","COUNTERFEITING/FORGERY",3
"17649","SOUTH DELRIDGE","2012","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"17650","SOUTH DELRIDGE","2012","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",29
"17651","SOUTH DELRIDGE","2012","DRIVING UNDER THE INFLUENCE",3
"17652","SOUTH DELRIDGE","2012","DRUG/NARCOTIC OFFENSES",3
"17653","SOUTH DELRIDGE","2012","EMBEZZLEMENT",1
"17654","SOUTH DELRIDGE","2012","FAMILY OFFENSES, NONVIOLENT",4
"17655","SOUTH DELRIDGE","2012","FRAUD OFFENSES",6
"17656","SOUTH DELRIDGE","2012","LARCENY-THEFT",64
"17657","SOUTH DELRIDGE","2012","MOTOR VEHICLE THEFT",22
"17658","SOUTH DELRIDGE","2012","PROSTITUTION OFFENSES",5
"17659","SOUTH DELRIDGE","2012","ROBBERY",6
"17660","SOUTH DELRIDGE","2012","STOLEN PROPERTY OFFENSES",2
"17661","SOUTH DELRIDGE","2012","TRESPASS OF REAL PROPERTY",3
"17662","SOUTH DELRIDGE","2012","WEAPON LAW VIOLATIONS",6
"17663","SOUTH DELRIDGE","2013","ARSON",1
"17664","SOUTH DELRIDGE","2013","ASSAULT OFFENSES",43
"17665","SOUTH DELRIDGE","2013","BURGLARY/BREAKING&ENTERING",19
"17666","SOUTH DELRIDGE","2013","COUNTERFEITING/FORGERY",2
"17667","SOUTH DELRIDGE","2013","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",38
"17668","SOUTH DELRIDGE","2013","DRIVING UNDER THE INFLUENCE",3
"17669","SOUTH DELRIDGE","2013","DRUG/NARCOTIC OFFENSES",7
"17670","SOUTH DELRIDGE","2013","FAMILY OFFENSES, NONVIOLENT",6
"17671","SOUTH DELRIDGE","2013","FRAUD OFFENSES",9
"17672","SOUTH DELRIDGE","2013","HOMICIDE OFFENSES",1
"17673","SOUTH DELRIDGE","2013","LARCENY-THEFT",69
"17674","SOUTH DELRIDGE","2013","MOTOR VEHICLE THEFT",29
"17675","SOUTH DELRIDGE","2013","PROSTITUTION OFFENSES",1
"17676","SOUTH DELRIDGE","2013","ROBBERY",9
"17677","SOUTH DELRIDGE","2013","SEX OFFENSES",1
"17678","SOUTH DELRIDGE","2013","STOLEN PROPERTY OFFENSES",3
"17679","SOUTH DELRIDGE","2013","TRESPASS OF REAL PROPERTY",11
"17680","SOUTH DELRIDGE","2013","WEAPON LAW VIOLATIONS",2
"17681","SOUTH DELRIDGE","2014","ASSAULT OFFENSES",45
"17682","SOUTH DELRIDGE","2014","BURGLARY/BREAKING&ENTERING",35
"17683","SOUTH DELRIDGE","2014","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"17684","SOUTH DELRIDGE","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",34
"17685","SOUTH DELRIDGE","2014","DRIVING UNDER THE INFLUENCE",1
"17686","SOUTH DELRIDGE","2014","DRUG/NARCOTIC OFFENSES",2
"17687","SOUTH DELRIDGE","2014","EMBEZZLEMENT",2
"17688","SOUTH DELRIDGE","2014","FAMILY OFFENSES, NONVIOLENT",9
"17689","SOUTH DELRIDGE","2014","FRAUD OFFENSES",9
"17690","SOUTH DELRIDGE","2014","KIDNAPPING/ABDUCTION",1
"17691","SOUTH DELRIDGE","2014","LARCENY-THEFT",103
"17692","SOUTH DELRIDGE","2014","LIQUOR LAW VIOLATIONS",1
"17693","SOUTH DELRIDGE","2014","MOTOR VEHICLE THEFT",26
"17694","SOUTH DELRIDGE","2014","ROBBERY",16
"17695","SOUTH DELRIDGE","2014","SEX OFFENSES",4
"17696","SOUTH DELRIDGE","2014","STOLEN PROPERTY OFFENSES",3
"17697","SOUTH DELRIDGE","2014","TRESPASS OF REAL PROPERTY",5
"17698","SOUTH DELRIDGE","2014","WEAPON LAW VIOLATIONS",5
"17699","SOUTH DELRIDGE","2015","ARSON",1
"17700","SOUTH DELRIDGE","2015","ASSAULT OFFENSES",49
"17701","SOUTH DELRIDGE","2015","BAD CHECKS",1
"17702","SOUTH DELRIDGE","2015","BURGLARY/BREAKING&ENTERING",30
"17703","SOUTH DELRIDGE","2015","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"17704","SOUTH DELRIDGE","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",34
"17705","SOUTH DELRIDGE","2015","DRUG/NARCOTIC OFFENSES",5
"17706","SOUTH DELRIDGE","2015","EXTORTION/BLACKMAIL",1
"17707","SOUTH DELRIDGE","2015","FAMILY OFFENSES, NONVIOLENT",12
"17708","SOUTH DELRIDGE","2015","FRAUD OFFENSES",9
"17709","SOUTH DELRIDGE","2015","LARCENY-THEFT",75
"17710","SOUTH DELRIDGE","2015","LIQUOR LAW VIOLATIONS",1
"17711","SOUTH DELRIDGE","2015","MOTOR VEHICLE THEFT",23
"17712","SOUTH DELRIDGE","2015","PORNOGRAPHY/OBSCENE MATERIAL",1
"17713","SOUTH DELRIDGE","2015","ROBBERY",8
"17714","SOUTH DELRIDGE","2015","SEX OFFENSES",2
"17715","SOUTH DELRIDGE","2015","STOLEN PROPERTY OFFENSES",1
"17716","SOUTH DELRIDGE","2015","TRESPASS OF REAL PROPERTY",20
"17717","SOUTH DELRIDGE","2015","WEAPON LAW VIOLATIONS",4
"17718","SOUTH DELRIDGE","2016","ASSAULT OFFENSES",53
"17719","SOUTH DELRIDGE","2016","BAD CHECKS",3
"17720","SOUTH DELRIDGE","2016","BURGLARY/BREAKING&ENTERING",32
"17721","SOUTH DELRIDGE","2016","COUNTERFEITING/FORGERY",3
"17722","SOUTH DELRIDGE","2016","CURFEW/LOITERING/VAGRANCY VIOLATIONS",2
"17723","SOUTH DELRIDGE","2016","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",50
"17724","SOUTH DELRIDGE","2016","DRIVING UNDER THE INFLUENCE",4
"17725","SOUTH DELRIDGE","2016","DRUG/NARCOTIC OFFENSES",5
"17726","SOUTH DELRIDGE","2016","FAMILY OFFENSES, NONVIOLENT",3
"17727","SOUTH DELRIDGE","2016","FRAUD OFFENSES",9
"17728","SOUTH DELRIDGE","2016","HOMICIDE OFFENSES",1
"17729","SOUTH DELRIDGE","2016","KIDNAPPING/ABDUCTION",1
"17730","SOUTH DELRIDGE","2016","LARCENY-THEFT",127
"17731","SOUTH DELRIDGE","2016","MOTOR VEHICLE THEFT",19
"17732","SOUTH DELRIDGE","2016","ROBBERY",13
"17733","SOUTH DELRIDGE","2016","SEX OFFENSES",1
"17734","SOUTH DELRIDGE","2016","STOLEN PROPERTY OFFENSES",1
"17735","SOUTH DELRIDGE","2016","TRESPASS OF REAL PROPERTY",12
"17736","SOUTH DELRIDGE","2016","WEAPON LAW VIOLATIONS",7
"17737","SOUTH DELRIDGE","2017","ARSON",1
"17738","SOUTH DELRIDGE","2017","ASSAULT OFFENSES",53
"17739","SOUTH DELRIDGE","2017","BAD CHECKS",1
"17740","SOUTH DELRIDGE","2017","BURGLARY/BREAKING&ENTERING",26
"17741","SOUTH DELRIDGE","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",44
"17742","SOUTH DELRIDGE","2017","DRIVING UNDER THE INFLUENCE",2
"17743","SOUTH DELRIDGE","2017","DRUG/NARCOTIC OFFENSES",21
"17744","SOUTH DELRIDGE","2017","FAMILY OFFENSES, NONVIOLENT",2
"17745","SOUTH DELRIDGE","2017","FRAUD OFFENSES",19
"17746","SOUTH DELRIDGE","2017","KIDNAPPING/ABDUCTION",1
"17747","SOUTH DELRIDGE","2017","LARCENY-THEFT",92
"17748","SOUTH DELRIDGE","2017","MOTOR VEHICLE THEFT",24
"17749","SOUTH DELRIDGE","2017","ROBBERY",6
"17750","SOUTH DELRIDGE","2017","SEX OFFENSES",2
"17751","SOUTH DELRIDGE","2017","STOLEN PROPERTY OFFENSES",5
"17752","SOUTH DELRIDGE","2017","TRESPASS OF REAL PROPERTY",25
"17753","SOUTH DELRIDGE","2017","WEAPON LAW VIOLATIONS",8
"17754","SOUTH DELRIDGE","2018","ARSON",2
"17755","SOUTH DELRIDGE","2018","ASSAULT OFFENSES",52
"17756","SOUTH DELRIDGE","2018","BAD CHECKS",2
"17757","SOUTH DELRIDGE","2018","BURGLARY/BREAKING&ENTERING",35
"17758","SOUTH DELRIDGE","2018","COUNTERFEITING/FORGERY",2
"17759","SOUTH DELRIDGE","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",34
"17760","SOUTH DELRIDGE","2018","DRIVING UNDER THE INFLUENCE",4
"17761","SOUTH DELRIDGE","2018","DRUG/NARCOTIC OFFENSES",21
"17762","SOUTH DELRIDGE","2018","FAMILY OFFENSES, NONVIOLENT",7
"17763","SOUTH DELRIDGE","2018","FRAUD OFFENSES",6
"17764","SOUTH DELRIDGE","2018","HOMICIDE OFFENSES",1
"17765","SOUTH DELRIDGE","2018","LARCENY-THEFT",94
"17766","SOUTH DELRIDGE","2018","LIQUOR LAW VIOLATIONS",1
"17767","SOUTH DELRIDGE","2018","MOTOR VEHICLE THEFT",32
"17768","SOUTH DELRIDGE","2018","ROBBERY",11
"17769","SOUTH DELRIDGE","2018","SEX OFFENSES",2
"17770","SOUTH DELRIDGE","2018","STOLEN PROPERTY OFFENSES",8
"17771","SOUTH DELRIDGE","2018","TRESPASS OF REAL PROPERTY",30
"17772","SOUTH DELRIDGE","2018","WEAPON LAW VIOLATIONS",12
"17773","SOUTH DELRIDGE","2019","ARSON",1
"17774","SOUTH DELRIDGE","2019","ASSAULT OFFENSES",43
"17775","SOUTH DELRIDGE","2019","BAD CHECKS",1
"17776","SOUTH DELRIDGE","2019","BURGLARY/BREAKING&ENTERING",24
"17777","SOUTH DELRIDGE","2019","COUNTERFEITING/FORGERY",2
"17778","SOUTH DELRIDGE","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",29
"17779","SOUTH DELRIDGE","2019","DRIVING UNDER THE INFLUENCE",3
"17780","SOUTH DELRIDGE","2019","DRUG/NARCOTIC OFFENSES",8
"17781","SOUTH DELRIDGE","2019","FRAUD OFFENSES",3
"17782","SOUTH DELRIDGE","2019","KIDNAPPING/ABDUCTION",1
"17783","SOUTH DELRIDGE","2019","LARCENY-THEFT",120
"17784","SOUTH DELRIDGE","2019","MOTOR VEHICLE THEFT",34
"17785","SOUTH DELRIDGE","2019","ROBBERY",14
"17786","SOUTH DELRIDGE","2019","SEX OFFENSES",2
"17787","SOUTH DELRIDGE","2019","STOLEN PROPERTY OFFENSES",3
"17788","SOUTH DELRIDGE","2019","TRESPASS OF REAL PROPERTY",15
"17789","SOUTH DELRIDGE","2019","WEAPON LAW VIOLATIONS",2
"17790","SOUTH DELRIDGE","2020","ASSAULT OFFENSES",35
"17791","SOUTH DELRIDGE","2020","BURGLARY/BREAKING&ENTERING",23
"17792","SOUTH DELRIDGE","2020","COUNTERFEITING/FORGERY",1
"17793","SOUTH DELRIDGE","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",15
"17794","SOUTH DELRIDGE","2020","DRIVING UNDER THE INFLUENCE",2
"17795","SOUTH DELRIDGE","2020","DRUG/NARCOTIC OFFENSES",5
"17796","SOUTH DELRIDGE","2020","FRAUD OFFENSES",14
"17797","SOUTH DELRIDGE","2020","HOMICIDE OFFENSES",1
"17798","SOUTH DELRIDGE","2020","LARCENY-THEFT",111
"17799","SOUTH DELRIDGE","2020","MOTOR VEHICLE THEFT",21
"17800","SOUTH DELRIDGE","2020","ROBBERY",7
"17801","SOUTH DELRIDGE","2020","SEX OFFENSES",1
"17802","SOUTH DELRIDGE","2020","STOLEN PROPERTY OFFENSES",5
"17803","SOUTH DELRIDGE","2020","TRESPASS OF REAL PROPERTY",12
"17804","SOUTH DELRIDGE","2020","WEAPON LAW VIOLATIONS",4
"17805","SOUTH DELRIDGE","2021","ASSAULT OFFENSES",41
"17806","SOUTH DELRIDGE","2021","BAD CHECKS",1
"17807","SOUTH DELRIDGE","2021","BURGLARY/BREAKING&ENTERING",31
"17808","SOUTH DELRIDGE","2021","COUNTERFEITING/FORGERY",1
"17809","SOUTH DELRIDGE","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",40
"17810","SOUTH DELRIDGE","2021","DRIVING UNDER THE INFLUENCE",1
"17811","SOUTH DELRIDGE","2021","DRUG/NARCOTIC OFFENSES",2
"17812","SOUTH DELRIDGE","2021","EXTORTION/BLACKMAIL",1
"17813","SOUTH DELRIDGE","2021","FRAUD OFFENSES",6
"17814","SOUTH DELRIDGE","2021","LARCENY-THEFT",94
"17815","SOUTH DELRIDGE","2021","MOTOR VEHICLE THEFT",36
"17816","SOUTH DELRIDGE","2021","ROBBERY",13
"17817","SOUTH DELRIDGE","2021","SEX OFFENSES",2
"17818","SOUTH DELRIDGE","2021","STOLEN PROPERTY OFFENSES",3
"17819","SOUTH DELRIDGE","2021","TRESPASS OF REAL PROPERTY",10
"17820","SOUTH DELRIDGE","2021","WEAPON LAW VIOLATIONS",5
"17821","SOUTH DELRIDGE","2022","ASSAULT OFFENSES",65
"17822","SOUTH DELRIDGE","2022","BURGLARY/BREAKING&ENTERING",43
"17823","SOUTH DELRIDGE","2022","COUNTERFEITING/FORGERY",1
"17824","SOUTH DELRIDGE","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",36
"17825","SOUTH DELRIDGE","2022","DRIVING UNDER THE INFLUENCE",3
