"","year","MCPP","Offense.Parent.Group","n"
"9441",2016,"CLAREMONT/RAINIER VISTA","LARCENY-THEFT",66
"9442",2016,"CLAREMONT/RAINIER VISTA","LIQUOR LAW VIOLATIONS",1
"9443",2016,"CLAREMONT/RAINIER VISTA","MOTOR VEHICLE THEFT",37
"9444",2016,"CLAREMONT/RAINIER VISTA","ROBBERY",12
"9445",2016,"CLAREMONT/RAINIER VISTA","SEX OFFENSES",3
"9446",2016,"CLAREMONT/RAINIER VISTA","STOLEN PROPERTY OFFENSES",1
"9447",2016,"CLAREMONT/RAINIER VISTA","TRESPASS OF REAL PROPERTY",11
"9448",2016,"CLAREMONT/RAINIER VISTA","WEAPON LAW VIOLATIONS",8
"9449",2016,"COLUMBIA CITY","ASSAULT OFFENSES",74
"9450",2016,"COLUMBIA CITY","BAD CHECKS",4
"9451",2016,"COLUMBIA CITY","BURGLARY/BREAKING&ENTERING",44
"9452",2016,"COLUMBIA CITY","COUNTERFEITING/FORGERY",2
"9453",2016,"COLUMBIA CITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",52
"9454",2016,"COLUMBIA CITY","DRIVING UNDER THE INFLUENCE",5
"9455",2016,"COLUMBIA CITY","DRUG/NARCOTIC OFFENSES",5
"9456",2016,"COLUMBIA CITY","FAMILY OFFENSES, NONVIOLENT",3
"9457",2016,"COLUMBIA CITY","FRAUD OFFENSES",19
"9458",2016,"COLUMBIA CITY","KIDNAPPING/ABDUCTION",1
"9459",2016,"COLUMBIA CITY","LARCENY-THEFT",121
"9460",2016,"COLUMBIA CITY","MOTOR VEHICLE THEFT",34
"9461",2016,"COLUMBIA CITY","ROBBERY",6
"9462",2016,"COLUMBIA CITY","SEX OFFENSES",3
"9463",2016,"COLUMBIA CITY","STOLEN PROPERTY OFFENSES",3
"9464",2016,"COLUMBIA CITY","TRESPASS OF REAL PROPERTY",7
"9465",2016,"COLUMBIA CITY","WEAPON LAW VIOLATIONS",3
"9466",2016,"COMMERCIAL DUWAMISH","ARSON",1
"9467",2016,"COMMERCIAL DUWAMISH","ASSAULT OFFENSES",5
"9468",2016,"COMMERCIAL DUWAMISH","BURGLARY/BREAKING&ENTERING",2
"9469",2016,"COMMERCIAL DUWAMISH","COUNTERFEITING/FORGERY",1
"9470",2016,"COMMERCIAL DUWAMISH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",3
"9471",2016,"COMMERCIAL DUWAMISH","DRIVING UNDER THE INFLUENCE",5
"9472",2016,"COMMERCIAL DUWAMISH","DRUG/NARCOTIC OFFENSES",2
"9473",2016,"COMMERCIAL DUWAMISH","EMBEZZLEMENT",1
"9474",2016,"COMMERCIAL DUWAMISH","LARCENY-THEFT",16
"9475",2016,"COMMERCIAL DUWAMISH","MOTOR VEHICLE THEFT",3
"9476",2016,"COMMERCIAL DUWAMISH","TRESPASS OF REAL PROPERTY",1
"9477",2016,"COMMERCIAL DUWAMISH","WEAPON LAW VIOLATIONS",2
"9478",2016,"COMMERCIAL HARBOR ISLAND","ASSAULT OFFENSES",1
"9479",2016,"COMMERCIAL HARBOR ISLAND","BURGLARY/BREAKING&ENTERING",2
"9480",2016,"COMMERCIAL HARBOR ISLAND","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",3
"9481",2016,"COMMERCIAL HARBOR ISLAND","DRIVING UNDER THE INFLUENCE",4
"9482",2016,"COMMERCIAL HARBOR ISLAND","DRUG/NARCOTIC OFFENSES",1
"9483",2016,"COMMERCIAL HARBOR ISLAND","EMBEZZLEMENT",1
"9484",2016,"COMMERCIAL HARBOR ISLAND","LARCENY-THEFT",8
"9485",2016,"COMMERCIAL HARBOR ISLAND","MOTOR VEHICLE THEFT",2
"9486",2016,"COMMERCIAL HARBOR ISLAND","TRESPASS OF REAL PROPERTY",1
"9487",2016,"DOWNTOWN COMMERCIAL","ARSON",5
"9488",2016,"DOWNTOWN COMMERCIAL","ASSAULT OFFENSES",999
"9489",2016,"DOWNTOWN COMMERCIAL","BAD CHECKS",38
"9490",2016,"DOWNTOWN COMMERCIAL","BURGLARY/BREAKING&ENTERING",274
"9491",2016,"DOWNTOWN COMMERCIAL","COUNTERFEITING/FORGERY",31
"9492",2016,"DOWNTOWN COMMERCIAL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",26
"9493",2016,"DOWNTOWN COMMERCIAL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",353
"9494",2016,"DOWNTOWN COMMERCIAL","DRIVING UNDER THE INFLUENCE",60
"9495",2016,"DOWNTOWN COMMERCIAL","DRUG/NARCOTIC OFFENSES",438
"9496",2016,"DOWNTOWN COMMERCIAL","EMBEZZLEMENT",33
"9497",2016,"DOWNTOWN COMMERCIAL","EXTORTION/BLACKMAIL",3
"9498",2016,"DOWNTOWN COMMERCIAL","FAMILY OFFENSES, NONVIOLENT",40
"9499",2016,"DOWNTOWN COMMERCIAL","FRAUD OFFENSES",202
"9500",2016,"DOWNTOWN COMMERCIAL","KIDNAPPING/ABDUCTION",4
"9501",2016,"DOWNTOWN COMMERCIAL","LARCENY-THEFT",2931
"9502",2016,"DOWNTOWN COMMERCIAL","LIQUOR LAW VIOLATIONS",14
"9503",2016,"DOWNTOWN COMMERCIAL","MOTOR VEHICLE THEFT",95
"9504",2016,"DOWNTOWN COMMERCIAL","PEEPING TOM",1
"9505",2016,"DOWNTOWN COMMERCIAL","PORNOGRAPHY/OBSCENE MATERIAL",3
"9506",2016,"DOWNTOWN COMMERCIAL","PROSTITUTION OFFENSES",10
"9507",2016,"DOWNTOWN COMMERCIAL","ROBBERY",184
"9508",2016,"DOWNTOWN COMMERCIAL","SEX OFFENSES",44
"9509",2016,"DOWNTOWN COMMERCIAL","STOLEN PROPERTY OFFENSES",49
"9510",2016,"DOWNTOWN COMMERCIAL","TRESPASS OF REAL PROPERTY",385
"9511",2016,"DOWNTOWN COMMERCIAL","WEAPON LAW VIOLATIONS",71
"9512",2016,"EASTLAKE - EAST","ARSON",1
"9513",2016,"EASTLAKE - EAST","ASSAULT OFFENSES",3
"9514",2016,"EASTLAKE - EAST","BAD CHECKS",1
"9515",2016,"EASTLAKE - EAST","BURGLARY/BREAKING&ENTERING",11
"9516",2016,"EASTLAKE - EAST","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",12
"9517",2016,"EASTLAKE - EAST","FRAUD OFFENSES",5
"9518",2016,"EASTLAKE - EAST","LARCENY-THEFT",59
"9519",2016,"EASTLAKE - EAST","MOTOR VEHICLE THEFT",15
"9520",2016,"EASTLAKE - EAST","ROBBERY",1
"9521",2016,"EASTLAKE - EAST","STOLEN PROPERTY OFFENSES",2
"9522",2016,"EASTLAKE - EAST","TRESPASS OF REAL PROPERTY",4
"9523",2016,"EASTLAKE - EAST","WEAPON LAW VIOLATIONS",1
"9524",2016,"EASTLAKE - WEST","ARSON",2
"9525",2016,"EASTLAKE - WEST","ASSAULT OFFENSES",27
"9526",2016,"EASTLAKE - WEST","BURGLARY/BREAKING&ENTERING",84
"9527",2016,"EASTLAKE - WEST","COUNTERFEITING/FORGERY",1
"9528",2016,"EASTLAKE - WEST","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",46
"9529",2016,"EASTLAKE - WEST","DRIVING UNDER THE INFLUENCE",4
"9530",2016,"EASTLAKE - WEST","DRUG/NARCOTIC OFFENSES",2
"9531",2016,"EASTLAKE - WEST","FAMILY OFFENSES, NONVIOLENT",1
"9532",2016,"EASTLAKE - WEST","FRAUD OFFENSES",26
"9533",2016,"EASTLAKE - WEST","LARCENY-THEFT",208
"9534",2016,"EASTLAKE - WEST","MOTOR VEHICLE THEFT",28
"9535",2016,"EASTLAKE - WEST","ROBBERY",3
"9536",2016,"EASTLAKE - WEST","STOLEN PROPERTY OFFENSES",3
"9537",2016,"EASTLAKE - WEST","TRESPASS OF REAL PROPERTY",10
"9538",2016,"EASTLAKE - WEST","WEAPON LAW VIOLATIONS",1
"9539",2016,"FAUNTLEROY SW","ARSON",1
"9540",2016,"FAUNTLEROY SW","ASSAULT OFFENSES",24
"9541",2016,"FAUNTLEROY SW","BAD CHECKS",2
"9542",2016,"FAUNTLEROY SW","BURGLARY/BREAKING&ENTERING",36
"9543",2016,"FAUNTLEROY SW","COUNTERFEITING/FORGERY",1
"9544",2016,"FAUNTLEROY SW","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",25
"9545",2016,"FAUNTLEROY SW","DRIVING UNDER THE INFLUENCE",6
"9546",2016,"FAUNTLEROY SW","DRUG/NARCOTIC OFFENSES",3
"9547",2016,"FAUNTLEROY SW","EXTORTION/BLACKMAIL",1
"9548",2016,"FAUNTLEROY SW","FAMILY OFFENSES, NONVIOLENT",3
"9549",2016,"FAUNTLEROY SW","FRAUD OFFENSES",15
"9550",2016,"FAUNTLEROY SW","LARCENY-THEFT",144
"9551",2016,"FAUNTLEROY SW","MOTOR VEHICLE THEFT",21
"9552",2016,"FAUNTLEROY SW","PORNOGRAPHY/OBSCENE MATERIAL",1
"9553",2016,"FAUNTLEROY SW","TRESPASS OF REAL PROPERTY",3
"9554",2016,"FAUNTLEROY SW","WEAPON LAW VIOLATIONS",3
"9555",2016,"FIRST HILL","ARSON",2
"9556",2016,"FIRST HILL","ASSAULT OFFENSES",410
"9557",2016,"FIRST HILL","BAD CHECKS",6
"9558",2016,"FIRST HILL","BURGLARY/BREAKING&ENTERING",148
"9559",2016,"FIRST HILL","COUNTERFEITING/FORGERY",7
"9560",2016,"FIRST HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",158
"9561",2016,"FIRST HILL","DRIVING UNDER THE INFLUENCE",40
"9562",2016,"FIRST HILL","DRUG/NARCOTIC OFFENSES",43
"9563",2016,"FIRST HILL","EMBEZZLEMENT",4
"9564",2016,"FIRST HILL","EXTORTION/BLACKMAIL",3
"9565",2016,"FIRST HILL","FAMILY OFFENSES, NONVIOLENT",45
"9566",2016,"FIRST HILL","FRAUD OFFENSES",84
"9567",2016,"FIRST HILL","KIDNAPPING/ABDUCTION",1
"9568",2016,"FIRST HILL","LARCENY-THEFT",521
"9569",2016,"FIRST HILL","LIQUOR LAW VIOLATIONS",5
"9570",2016,"FIRST HILL","MOTOR VEHICLE THEFT",71
"9571",2016,"FIRST HILL","PROSTITUTION OFFENSES",4
"9572",2016,"FIRST HILL","ROBBERY",28
"9573",2016,"FIRST HILL","SEX OFFENSES",31
"9574",2016,"FIRST HILL","STOLEN PROPERTY OFFENSES",4
"9575",2016,"FIRST HILL","TRESPASS OF REAL PROPERTY",117
"9576",2016,"FIRST HILL","WEAPON LAW VIOLATIONS",17
"9577",2016,"FREMONT","ARSON",1
"9578",2016,"FREMONT","ASSAULT OFFENSES",129
"9579",2016,"FREMONT","BAD CHECKS",8
"9580",2016,"FREMONT","BURGLARY/BREAKING&ENTERING",189
"9581",2016,"FREMONT","COUNTERFEITING/FORGERY",7
"9582",2016,"FREMONT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",125
"9583",2016,"FREMONT","DRIVING UNDER THE INFLUENCE",24
"9584",2016,"FREMONT","DRUG/NARCOTIC OFFENSES",11
"9585",2016,"FREMONT","EMBEZZLEMENT",1
"9586",2016,"FREMONT","FAMILY OFFENSES, NONVIOLENT",11
"9587",2016,"FREMONT","FRAUD OFFENSES",69
"9588",2016,"FREMONT","LARCENY-THEFT",446
"9589",2016,"FREMONT","LIQUOR LAW VIOLATIONS",1
"9590",2016,"FREMONT","MOTOR VEHICLE THEFT",113
"9591",2016,"FREMONT","ROBBERY",12
"9592",2016,"FREMONT","SEX OFFENSES",5
"9593",2016,"FREMONT","STOLEN PROPERTY OFFENSES",8
"9594",2016,"FREMONT","TRESPASS OF REAL PROPERTY",37
"9595",2016,"FREMONT","WEAPON LAW VIOLATIONS",2
"9596",2016,"GENESEE","ASSAULT OFFENSES",37
"9597",2016,"GENESEE","BAD CHECKS",3
"9598",2016,"GENESEE","BURGLARY/BREAKING&ENTERING",6
"9599",2016,"GENESEE","COUNTERFEITING/FORGERY",2
"9600",2016,"GENESEE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",18
"9601",2016,"GENESEE","DRIVING UNDER THE INFLUENCE",5
"9602",2016,"GENESEE","DRUG/NARCOTIC OFFENSES",3
"9603",2016,"GENESEE","FAMILY OFFENSES, NONVIOLENT",3
"9604",2016,"GENESEE","FRAUD OFFENSES",4
"9605",2016,"GENESEE","KIDNAPPING/ABDUCTION",1
"9606",2016,"GENESEE","LARCENY-THEFT",67
"9607",2016,"GENESEE","MOTOR VEHICLE THEFT",7
"9608",2016,"GENESEE","ROBBERY",7
"9609",2016,"GENESEE","SEX OFFENSES",1
"9610",2016,"GENESEE","TRESPASS OF REAL PROPERTY",8
"9611",2016,"GENESEE","WEAPON LAW VIOLATIONS",5
"9612",2016,"GEORGETOWN","ARSON",4
"9613",2016,"GEORGETOWN","ASSAULT OFFENSES",110
"9614",2016,"GEORGETOWN","BAD CHECKS",10
"9615",2016,"GEORGETOWN","BURGLARY/BREAKING&ENTERING",101
"9616",2016,"GEORGETOWN","COUNTERFEITING/FORGERY",5
"9617",2016,"GEORGETOWN","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9618",2016,"GEORGETOWN","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",102
"9619",2016,"GEORGETOWN","DRIVING UNDER THE INFLUENCE",26
"9620",2016,"GEORGETOWN","DRUG/NARCOTIC OFFENSES",21
"9621",2016,"GEORGETOWN","EMBEZZLEMENT",6
"9622",2016,"GEORGETOWN","FAMILY OFFENSES, NONVIOLENT",10
"9623",2016,"GEORGETOWN","FRAUD OFFENSES",24
"9624",2016,"GEORGETOWN","LARCENY-THEFT",252
"9625",2016,"GEORGETOWN","MOTOR VEHICLE THEFT",56
"9626",2016,"GEORGETOWN","PROSTITUTION OFFENSES",15
"9627",2016,"GEORGETOWN","ROBBERY",14
"9628",2016,"GEORGETOWN","SEX OFFENSES",5
"9629",2016,"GEORGETOWN","STOLEN PROPERTY OFFENSES",7
"9630",2016,"GEORGETOWN","TRESPASS OF REAL PROPERTY",29
"9631",2016,"GEORGETOWN","WEAPON LAW VIOLATIONS",3
"9632",2016,"GREENWOOD","ARSON",5
"9633",2016,"GREENWOOD","ASSAULT OFFENSES",210
"9634",2016,"GREENWOOD","BAD CHECKS",14
"9635",2016,"GREENWOOD","BURGLARY/BREAKING&ENTERING",212
"9636",2016,"GREENWOOD","COUNTERFEITING/FORGERY",17
"9637",2016,"GREENWOOD","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9638",2016,"GREENWOOD","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",147
"9639",2016,"GREENWOOD","DRIVING UNDER THE INFLUENCE",24
"9640",2016,"GREENWOOD","DRUG/NARCOTIC OFFENSES",32
"9641",2016,"GREENWOOD","EMBEZZLEMENT",1
"9642",2016,"GREENWOOD","EXTORTION/BLACKMAIL",2
"9643",2016,"GREENWOOD","FAMILY OFFENSES, NONVIOLENT",27
"9644",2016,"GREENWOOD","FRAUD OFFENSES",96
"9645",2016,"GREENWOOD","HOMICIDE OFFENSES",1
"9646",2016,"GREENWOOD","LARCENY-THEFT",600
"9647",2016,"GREENWOOD","MOTOR VEHICLE THEFT",102
"9648",2016,"GREENWOOD","PROSTITUTION OFFENSES",7
"9649",2016,"GREENWOOD","ROBBERY",32
"9650",2016,"GREENWOOD","SEX OFFENSES",12
"9651",2016,"GREENWOOD","STOLEN PROPERTY OFFENSES",15
"9652",2016,"GREENWOOD","TRESPASS OF REAL PROPERTY",81
"9653",2016,"GREENWOOD","WEAPON LAW VIOLATIONS",12
"9654",2016,"HIGH POINT","ARSON",1
"9655",2016,"HIGH POINT","ASSAULT OFFENSES",155
"9656",2016,"HIGH POINT","BAD CHECKS",2
"9657",2016,"HIGH POINT","BURGLARY/BREAKING&ENTERING",41
"9658",2016,"HIGH POINT","COUNTERFEITING/FORGERY",5
"9659",2016,"HIGH POINT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",70
"9660",2016,"HIGH POINT","DRIVING UNDER THE INFLUENCE",8
"9661",2016,"HIGH POINT","DRUG/NARCOTIC OFFENSES",2
"9662",2016,"HIGH POINT","EMBEZZLEMENT",1
"9663",2016,"HIGH POINT","EXTORTION/BLACKMAIL",1
"9664",2016,"HIGH POINT","FAMILY OFFENSES, NONVIOLENT",20
"9665",2016,"HIGH POINT","FRAUD OFFENSES",28
"9666",2016,"HIGH POINT","LARCENY-THEFT",193
"9667",2016,"HIGH POINT","MOTOR VEHICLE THEFT",45
"9668",2016,"HIGH POINT","ROBBERY",13
"9669",2016,"HIGH POINT","SEX OFFENSES",11
"9670",2016,"HIGH POINT","STOLEN PROPERTY OFFENSES",4
"9671",2016,"HIGH POINT","TRESPASS OF REAL PROPERTY",14
"9672",2016,"HIGH POINT","WEAPON LAW VIOLATIONS",9
"9673",2016,"HIGHLAND PARK","ARSON",2
"9674",2016,"HIGHLAND PARK","ASSAULT OFFENSES",129
"9675",2016,"HIGHLAND PARK","BAD CHECKS",1
"9676",2016,"HIGHLAND PARK","BURGLARY/BREAKING&ENTERING",71
"9677",2016,"HIGHLAND PARK","COUNTERFEITING/FORGERY",1
"9678",2016,"HIGHLAND PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",114
"9679",2016,"HIGHLAND PARK","DRIVING UNDER THE INFLUENCE",17
"9680",2016,"HIGHLAND PARK","DRUG/NARCOTIC OFFENSES",16
"9681",2016,"HIGHLAND PARK","EXTORTION/BLACKMAIL",1
"9682",2016,"HIGHLAND PARK","FAMILY OFFENSES, NONVIOLENT",12
"9683",2016,"HIGHLAND PARK","FRAUD OFFENSES",43
"9684",2016,"HIGHLAND PARK","LARCENY-THEFT",326
"9685",2016,"HIGHLAND PARK","LIQUOR LAW VIOLATIONS",1
"9686",2016,"HIGHLAND PARK","MOTOR VEHICLE THEFT",61
"9687",2016,"HIGHLAND PARK","ROBBERY",13
"9688",2016,"HIGHLAND PARK","SEX OFFENSES",4
"9689",2016,"HIGHLAND PARK","STOLEN PROPERTY OFFENSES",1
"9690",2016,"HIGHLAND PARK","TRESPASS OF REAL PROPERTY",13
"9691",2016,"HIGHLAND PARK","WEAPON LAW VIOLATIONS",17
"9692",2016,"HILLMAN CITY","ASSAULT OFFENSES",40
"9693",2016,"HILLMAN CITY","BAD CHECKS",3
"9694",2016,"HILLMAN CITY","BURGLARY/BREAKING&ENTERING",23
"9695",2016,"HILLMAN CITY","COUNTERFEITING/FORGERY",4
"9696",2016,"HILLMAN CITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",42
"9697",2016,"HILLMAN CITY","DRIVING UNDER THE INFLUENCE",8
"9698",2016,"HILLMAN CITY","DRUG/NARCOTIC OFFENSES",6
"9699",2016,"HILLMAN CITY","EMBEZZLEMENT",1
"9700",2016,"HILLMAN CITY","FAMILY OFFENSES, NONVIOLENT",3
"9701",2016,"HILLMAN CITY","FRAUD OFFENSES",12
"9702",2016,"HILLMAN CITY","KIDNAPPING/ABDUCTION",1
"9703",2016,"HILLMAN CITY","LARCENY-THEFT",92
"9704",2016,"HILLMAN CITY","MOTOR VEHICLE THEFT",18
"9705",2016,"HILLMAN CITY","ROBBERY",10
"9706",2016,"HILLMAN CITY","SEX OFFENSES",1
"9707",2016,"HILLMAN CITY","STOLEN PROPERTY OFFENSES",1
"9708",2016,"HILLMAN CITY","TRESPASS OF REAL PROPERTY",9
"9709",2016,"HILLMAN CITY","WEAPON LAW VIOLATIONS",4
"9710",2016,"JUDKINS PARK/NORTH BEACON HILL","ARSON",4
"9711",2016,"JUDKINS PARK/NORTH BEACON HILL","ASSAULT OFFENSES",115
"9712",2016,"JUDKINS PARK/NORTH BEACON HILL","BAD CHECKS",3
"9713",2016,"JUDKINS PARK/NORTH BEACON HILL","BURGLARY/BREAKING&ENTERING",43
"9714",2016,"JUDKINS PARK/NORTH BEACON HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",53
"9715",2016,"JUDKINS PARK/NORTH BEACON HILL","DRIVING UNDER THE INFLUENCE",21
"9716",2016,"JUDKINS PARK/NORTH BEACON HILL","DRUG/NARCOTIC OFFENSES",13
"9717",2016,"JUDKINS PARK/NORTH BEACON HILL","EMBEZZLEMENT",1
"9718",2016,"JUDKINS PARK/NORTH BEACON HILL","EXTORTION/BLACKMAIL",1
"9719",2016,"JUDKINS PARK/NORTH BEACON HILL","FAMILY OFFENSES, NONVIOLENT",11
"9720",2016,"JUDKINS PARK/NORTH BEACON HILL","FRAUD OFFENSES",28
"9721",2016,"JUDKINS PARK/NORTH BEACON HILL","HOMICIDE OFFENSES",1
"9722",2016,"JUDKINS PARK/NORTH BEACON HILL","LARCENY-THEFT",202
"9723",2016,"JUDKINS PARK/NORTH BEACON HILL","MOTOR VEHICLE THEFT",33
"9724",2016,"JUDKINS PARK/NORTH BEACON HILL","PORNOGRAPHY/OBSCENE MATERIAL",1
"9725",2016,"JUDKINS PARK/NORTH BEACON HILL","PROSTITUTION OFFENSES",1
"9726",2016,"JUDKINS PARK/NORTH BEACON HILL","ROBBERY",12
"9727",2016,"JUDKINS PARK/NORTH BEACON HILL","SEX OFFENSES",3
"9728",2016,"JUDKINS PARK/NORTH BEACON HILL","STOLEN PROPERTY OFFENSES",7
"9729",2016,"JUDKINS PARK/NORTH BEACON HILL","TRESPASS OF REAL PROPERTY",27
"9730",2016,"JUDKINS PARK/NORTH BEACON HILL","WEAPON LAW VIOLATIONS",9
"9731",2016,"LAKECITY","ARSON",1
"9732",2016,"LAKECITY","ASSAULT OFFENSES",328
"9733",2016,"LAKECITY","BAD CHECKS",17
"9734",2016,"LAKECITY","BURGLARY/BREAKING&ENTERING",266
"9735",2016,"LAKECITY","COUNTERFEITING/FORGERY",15
"9736",2016,"LAKECITY","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9737",2016,"LAKECITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",186
"9738",2016,"LAKECITY","DRIVING UNDER THE INFLUENCE",25
"9739",2016,"LAKECITY","DRUG/NARCOTIC OFFENSES",27
"9740",2016,"LAKECITY","EMBEZZLEMENT",7
"9741",2016,"LAKECITY","EXTORTION/BLACKMAIL",4
"9742",2016,"LAKECITY","FAMILY OFFENSES, NONVIOLENT",48
"9743",2016,"LAKECITY","FRAUD OFFENSES",134
"9744",2016,"LAKECITY","KIDNAPPING/ABDUCTION",4
"9745",2016,"LAKECITY","LARCENY-THEFT",489
"9746",2016,"LAKECITY","LIQUOR LAW VIOLATIONS",3
"9747",2016,"LAKECITY","MOTOR VEHICLE THEFT",134
"9748",2016,"LAKECITY","ROBBERY",43
"9749",2016,"LAKECITY","SEX OFFENSES",11
"9750",2016,"LAKECITY","STOLEN PROPERTY OFFENSES",11
"9751",2016,"LAKECITY","TRESPASS OF REAL PROPERTY",103
"9752",2016,"LAKECITY","WEAPON LAW VIOLATIONS",14
"9753",2016,"LAKEWOOD/SEWARD PARK","ARSON",1
"9754",2016,"LAKEWOOD/SEWARD PARK","ASSAULT OFFENSES",29
"9755",2016,"LAKEWOOD/SEWARD PARK","BAD CHECKS",2
"9756",2016,"LAKEWOOD/SEWARD PARK","BURGLARY/BREAKING&ENTERING",36
"9757",2016,"LAKEWOOD/SEWARD PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",41
"9758",2016,"LAKEWOOD/SEWARD PARK","DRIVING UNDER THE INFLUENCE",8
"9759",2016,"LAKEWOOD/SEWARD PARK","DRUG/NARCOTIC OFFENSES",8
"9760",2016,"LAKEWOOD/SEWARD PARK","FAMILY OFFENSES, NONVIOLENT",4
"9761",2016,"LAKEWOOD/SEWARD PARK","FRAUD OFFENSES",26
"9762",2016,"LAKEWOOD/SEWARD PARK","LARCENY-THEFT",194
"9763",2016,"LAKEWOOD/SEWARD PARK","MOTOR VEHICLE THEFT",23
"9764",2016,"LAKEWOOD/SEWARD PARK","ROBBERY",4
"9765",2016,"LAKEWOOD/SEWARD PARK","SEX OFFENSES",4
"9766",2016,"LAKEWOOD/SEWARD PARK","STOLEN PROPERTY OFFENSES",2
"9767",2016,"LAKEWOOD/SEWARD PARK","TRESPASS OF REAL PROPERTY",5
"9768",2016,"LAKEWOOD/SEWARD PARK","WEAPON LAW VIOLATIONS",5
"9769",2016,"MADISON PARK","ASSAULT OFFENSES",13
"9770",2016,"MADISON PARK","BAD CHECKS",2
"9771",2016,"MADISON PARK","BURGLARY/BREAKING&ENTERING",62
"9772",2016,"MADISON PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",20
"9773",2016,"MADISON PARK","DRIVING UNDER THE INFLUENCE",3
"9774",2016,"MADISON PARK","DRUG/NARCOTIC OFFENSES",2
"9775",2016,"MADISON PARK","FAMILY OFFENSES, NONVIOLENT",2
"9776",2016,"MADISON PARK","FRAUD OFFENSES",28
"9777",2016,"MADISON PARK","LARCENY-THEFT",139
"9778",2016,"MADISON PARK","MOTOR VEHICLE THEFT",17
"9779",2016,"MADISON PARK","ROBBERY",1
"9780",2016,"MADISON PARK","SEX OFFENSES",3
"9781",2016,"MADISON PARK","STOLEN PROPERTY OFFENSES",1
"9782",2016,"MADISON PARK","TRESPASS OF REAL PROPERTY",8
"9783",2016,"MADISON PARK","WEAPON LAW VIOLATIONS",2
"9784",2016,"MADRONA/LESCHI","ASSAULT OFFENSES",99
"9785",2016,"MADRONA/LESCHI","BAD CHECKS",10
"9786",2016,"MADRONA/LESCHI","BURGLARY/BREAKING&ENTERING",58
"9787",2016,"MADRONA/LESCHI","COUNTERFEITING/FORGERY",2
"9788",2016,"MADRONA/LESCHI","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",85
"9789",2016,"MADRONA/LESCHI","DRIVING UNDER THE INFLUENCE",18
"9790",2016,"MADRONA/LESCHI","DRUG/NARCOTIC OFFENSES",6
"9791",2016,"MADRONA/LESCHI","EMBEZZLEMENT",2
"9792",2016,"MADRONA/LESCHI","EXTORTION/BLACKMAIL",1
"9793",2016,"MADRONA/LESCHI","FAMILY OFFENSES, NONVIOLENT",11
"9794",2016,"MADRONA/LESCHI","FRAUD OFFENSES",68
"9795",2016,"MADRONA/LESCHI","LARCENY-THEFT",364
"9796",2016,"MADRONA/LESCHI","MOTOR VEHICLE THEFT",60
"9797",2016,"MADRONA/LESCHI","PORNOGRAPHY/OBSCENE MATERIAL",1
"9798",2016,"MADRONA/LESCHI","PROSTITUTION OFFENSES",2
"9799",2016,"MADRONA/LESCHI","ROBBERY",17
"9800",2016,"MADRONA/LESCHI","SEX OFFENSES",9
"9801",2016,"MADRONA/LESCHI","SEX OFFENSES, CONSENSUAL",1
"9802",2016,"MADRONA/LESCHI","STOLEN PROPERTY OFFENSES",2
"9803",2016,"MADRONA/LESCHI","TRESPASS OF REAL PROPERTY",26
"9804",2016,"MADRONA/LESCHI","WEAPON LAW VIOLATIONS",9
"9805",2016,"MAGNOLIA","ARSON",2
"9806",2016,"MAGNOLIA","ASSAULT OFFENSES",112
"9807",2016,"MAGNOLIA","BAD CHECKS",8
"9808",2016,"MAGNOLIA","BURGLARY/BREAKING&ENTERING",145
"9809",2016,"MAGNOLIA","COUNTERFEITING/FORGERY",2
"9810",2016,"MAGNOLIA","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",110
"9811",2016,"MAGNOLIA","DRIVING UNDER THE INFLUENCE",14
"9812",2016,"MAGNOLIA","DRUG/NARCOTIC OFFENSES",6
"9813",2016,"MAGNOLIA","EMBEZZLEMENT",1
"9814",2016,"MAGNOLIA","EXTORTION/BLACKMAIL",1
"9815",2016,"MAGNOLIA","FAMILY OFFENSES, NONVIOLENT",9
